Dublin Core:Title,Dublin Core:Identifier,File,Dublin Core:Creator,Dublin Core:Date,Dublin Core:County,Dublin Core:Subject,Dublin Core: State,Dublin Core:Rights,Dublin Core:Format,Item Type Metadata:Physical Dimensions,Dublin Core:Language,Item Type,Dublin Core:Coverage,geolocation:latitude,geolocation:longitude,geolocation:zoom_level,geolocation:map_type,geolocation:address,Tags
"Drawing 
 by Tom Markland",448,http://mappalachia.org/pictures/gallery/full_size/map_448.jpg,Tom Markland,1971,Belmont,St. Clairville,Ohio,Rights Reserved by: Tom Markland,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,40.0803199,-80.90176,10,,,Religious
"Drawing 
 by William Stine",449,http://mappalachia.org/pictures/gallery/full_size/map_449.jpg,William Stine,1971,Sullivan,Blountville,Tenn.,Rights Reserved by: William Stine,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.5331586,-82.326806,10,,,
"Franklin, N.C. 
 by Aaron Philips",450,http://mappalachia.org/pictures/gallery/full_size/map_450.jpg,Aaron Philips,1971,Macon,Franklin,N.C.,Rights Reserved by: Aaron Philips,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.1823171,-83.3815429,10,,,
"Drawing Bob
 by S. Parsons",451,http://mappalachia.org/pictures/gallery/full_size/map_451.jpg,Bobby S. Parsons,1957,Blountville,Blount,Ala.,Rights Reserved by: Bobby S. Parsons,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,34.0814863,-86.5911026,10,,,"Race,Religious,Economic"
"Somerset, Ky. 
 by Hollis Flynn",452,http://mappalachia.org/pictures/gallery/full_size/map_452.jpg,Hollis Flynn,1957,Pulaski,Somerset,Ky.,Rights Reserved by: Hollis Flynn,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.0920222,-84.6041084,10,,,"Religious,Economic"
"Jackson, Ky. 
 by John Kenneth Terry",453,http://mappalachia.org/pictures/gallery/full_size/map_453.jpg,John Kenneth Terry,1957,Breathitt,Jackson,Ky.,Rights Reserved by: John Kenneth Terry,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.5531457,-83.3835135,10,,,"Political,Economic"
"Drawing 
 by Larry Baber",455,http://mappalachia.org/pictures/gallery/full_size/map_455.jpg,Larry Baber,1957,Rutherfordton,Frog Level Community,N.C.,Rights Reserved by: Larry Baber,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.3353986,-81.9206601,10,,,Religious
"Olive Hill, Ky. 
 by Marvin E. Carroll",456,http://mappalachia.org/pictures/gallery/full_size/map_456.jpg,Marvin E. Carroll,1957,Carter,Olive Hill,Ky.,Rights Reserved by: Marvin E. Carroll,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.3000809,-83.1740654,10,,,"Religious,Political,Economic"
"Drawing 
 by Betty Pierce",457,http://mappalachia.org/pictures/gallery/full_size/map_457.jpg,Betty Pierce,1969,Campbell,Duff,Tenn.,Rights Reserved by: Betty Pierce,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.4467459,-84.0674243,10,,,"Gender, Religious"
"Rogersville, Tenn. 
 by Patsy Brown",458,http://mappalachia.org/pictures/gallery/full_size/map_458.jpg,Patsy Brown,1957,Hawkins,Rogersville,Tenn.,Rights Reserved by: Patsy Brown,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.407317,-83.0054423,10,,,Economic
Drawing Carmelita Pauley,459,http://mappalachia.org/pictures/gallery/full_size/map_459.jpg,Carmelita Pauley,1969,Wayne,Wayne,W.Va.,Rights Reserved by: Carmelita Pauley,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.2214748,-82.4423747,10,,,
"Ararat, Va. 
 by Earlene Hawks",460,http://mappalachia.org/pictures/gallery/full_size/map_460.jpg,Earlene Hawks,1969,Patrick,Ararat,Va.,Rights Reserved by: Earlene Hawks,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.599025,-80.5106191,10,,,
"Mousie, Ky. 
 by Vernon",461,http://mappalachia.org/pictures/gallery/full_size/map_461.jpg,Vernon,1957,Knott,Mousie,Ky.,Rights Reserved by: Vernon,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.418563,-82.8779013,10,,,"Religious,Economic"
"Drawing 
 by Willa Ann Boone",462,http://mappalachia.org/pictures/gallery/full_size/map_462.jpg,Willa Ann Boone,1957,Yancy,Newdale,N.C.,Rights Reserved by: Willa Ann Boone,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.9173357,-82.300961,10,,,"Religious,Political,Economic"
"Drawing 
 by John Sanslow",463,http://mappalachia.org/pictures/gallery/full_size/map_463.jpg,John Sanslow,1969,Roanoke,Riverside,Va.,Rights Reserved by: John Sanslow,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.2557541,-79.9427915,10,,,Religious
"Tazewell, Tenn. 
 by Carson Miracle",464,http://mappalachia.org/pictures/gallery/full_size/map_464.jpg,Carson Miracle,1958,Claiborne,Tazewell,Tenn.,Rights Reserved by: Carson Miracle,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.45425,-83.569352,10,,,
"Huntsville, Tenn. 
 by Judith Ann Sharp",465,http://mappalachia.org/pictures/gallery/full_size/map_465.jpg,Judith Ann Sharp,1958,Scott,Huntsville,Tenn.,Rights Reserved by: Judith Ann Sharp,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.409801,-84.4904939,10,,,"Religious,Economic"
"Wheeler, Ky. 
 by Linda Wheeler",466,http://mappalachia.org/pictures/gallery/full_size/map_466.jpg,Linda Wheeler,1958,Knox,Wheeler,Ky.,Rights Reserved by: Linda Wheeler,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.7253625,-83.8429778,10,,,"Political,Economic"
"Drawing 
 by Julie Caleebs",467,http://mappalachia.org/pictures/gallery/full_size/map_467.jpg,Julie Caleebs,1969,Knox,Barbourville,Ky.,Rights Reserved by: Julie Caleebs,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.8664765,-83.8888138,10,,,"Race,Religious,Political,Economic"
"Drawing 
 by Mary Alice",468,http://mappalachia.org/pictures/gallery/full_size/map_468.jpg,Mary Alice,1958,Unknown,Harlan,Ky.,Rights Reserved by: Mary Alice,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.8431441,-83.321848,10,,,"Political,Economic"
"Asheville, N.C. 
 by Leonard Maigar",469,http://mappalachia.org/pictures/gallery/full_size/map_469.jpg,Leonard Maigar,1969,Buncombe,Asheville,N.C.,Rights Reserved by: Leonard Maigar,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.5950581,-82.5514869,10,,,
"Union, W.Va. 
 by Roxie Wickline",470,http://mappalachia.org/pictures/gallery/full_size/map_470.jpg,Roxie Wickline,1958,McDowell,Union,W.Va.,Rights Reserved by: Roxie Wickline,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.3860467,-81.647344,10,,,Economic
"Drawing 
 by Melani Colley",471,http://mappalachia.org/pictures/gallery/full_size/map_471.jpg,Melani Colley,1969,Dickenson,Birchleaf,Va.,Rights Reserved by: Melani Colley,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.1773311,-82.2720868,10,,,Religious
"Drawing 
 by Sybil Gregory",472,http://mappalachia.org/pictures/gallery/full_size/map_472.jpg,Sybil Gregory,1958,Unknown,Unknown,N.C.,Rights Reserved by: Sybil Gregory,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.7595731,-79.0192997,10,,,Economic
"Kopperston, W.Va. 
 by Pamela Baldwin",473,http://mappalachia.org/pictures/gallery/full_size/map_473.jpg,Pamela Baldwin,1969,Wyoming,Kopperston,W.Va.,Rights Reserved by: Pamela Baldwin,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.7484443,-81.5695525,10,,,
"Drawing 
 by Vernon York",474,http://mappalachia.org/pictures/gallery/full_size/map_474.jpg,Vernon York,1958,Russell,Jamestown,Ky.,Rights Reserved by: Vernon York,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.9847899,-85.06301,10,,,Economic
"Willaimsport, Ky. 
 by Walter Ward Jr.",476,http://mappalachia.org/pictures/gallery/full_size/map_476.jpg,Walter Ward Jr.,1958,Johnson,Willaimsport,Ky.,Rights Reserved by: Walter Ward Jr.,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.8206502,-82.7290471,10,,,"Religious,Economic"
"Braden Flats, Tenn. 
 by Roger Braden",477,http://mappalachia.org/pictures/gallery/full_size/map_477.jpg,Roger Braden,1969,Anderson,Braden Flats,Tenn.,Rights Reserved by: Roger Braden,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.1634609,-84.2298796,10,,,Religious
"Drawing 
 by Shayla Damron",478,http://mappalachia.org/pictures/gallery/full_size/map_478.jpg,Shayla Damron,1969,Pike,Unknown,Ky.,Rights Reserved by: Shayla Damron,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.4842087,-82.4752757,10,,,Economic
"Jonesville, Va. 
 by Wesley Harris",479,http://mappalachia.org/pictures/gallery/full_size/map_479.jpg,Wesley Harris,1958,Lee,Jonesville,Va.,Rights Reserved by: Wesley Harris,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.6889777,-83.1110047,10,,,Economic
"Lenoir City, Tenn. 
 by Susie Stewart",480,http://mappalachia.org/pictures/gallery/full_size/map_480.jpg,Susie Stewart,1969,Loudon,Lenoir City,Tenn.,Rights Reserved by: Susie Stewart,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.7972998,-84.2560299,10,,,
"Happy, Ky. 
 by Willard Ashworth",481,http://mappalachia.org/pictures/gallery/full_size/map_481.jpg,Willard Ashworth,1958,Perry,Happy,Ky.,Rights Reserved by: Willard Ashworth,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.2039848,-83.0965566,10,,,"Religious,Political,Economic"
"Marrion, N.C. 
 by Bill Waycaster",482,http://mappalachia.org/pictures/gallery/full_size/map_482.jpg,Bill Waycaster,,McDowell,Marrion,N.C.,Rights Reserved by: Bill Waycaster,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.6840131,-82.0092745,10,,,Economic
"Drawing 
 by Vicky Perdue",483,http://mappalachia.org/pictures/gallery/full_size/map_483.jpg,Vicky Perdue,1969,Knott,Redfox,Ky.,Rights Reserved by: Vicky Perdue,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.2148205,-82.9437726,10,,,
"Logan, W.Va. 
 by Carl Haught",484,http://mappalachia.org/pictures/gallery/full_size/map_484.jpg,Carl Haught,1959,Logan,Unknown,W.Va.,Rights Reserved by: Carl Haught,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.8487147,-81.9934581,10,,,"Religious,Political,Economic"
"Drawing 
 by Duckett",485,http://mappalachia.org/pictures/gallery/full_size/map_485.jpg,Duckett,1969,Unknown,Unknown,S.C.,Rights Reserved by: Duckett,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,33.836081,-81.1637245,10,,,Race
"Cliff, Ky. 
 by Ella Moore",486,http://mappalachia.org/pictures/gallery/full_size/map_486.jpg,Ella Moore,1959,Madison,Cliff,Ky.,Rights Reserved by: Ella Moore,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.7143001,-84.3121264,10,,,"Religious,Political,Economic"
"Drawing 
 by Patricia Graham",487,http://mappalachia.org/pictures/gallery/full_size/map_487.jpg,Patricia Graham,,Unknown,Unknown,Va.,Rights Reserved by: Patricia Graham,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.6813968,-97.2746978,10,,,Economic
"Drawing 
 by Harriet Smargian",488,http://mappalachia.org/pictures/gallery/full_size/map_488.jpg,Harriet Smargian,1959,McDowell,Pageton,W.Va.,Rights Reserved by: Harriet Smargian,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.3495491,-81.4649148,10,,,"Political,Economic"
"Clifton Forge, Va. 
 by Sue Peters",489,http://mappalachia.org/pictures/gallery/full_size/map_489.jpg,Sue Peters,1968,Alleghany,Clifton Forge,Va.,Rights Reserved by: Sue Peters,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.8132558,-79.8358203,10,,,
"Spindale, N.C. 
 by Howard Scoggin",490,http://mappalachia.org/pictures/gallery/full_size/map_490.jpg,Howard Scoggin,1959,Unknown,Unknown,N.C.,Rights Reserved by: Howard Scoggin,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.7595731,-79.0192997,10,,,"Political,Economic"
"Drawing 
 by Tommy Stone",491,http://mappalachia.org/pictures/gallery/full_size/map_491.jpg,Tommy Stone,1968,Floyd,Martin,Ky.,Rights Reserved by: Tommy Stone,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.5728764,-82.752659,10,,,Religious
"Drawing 
 by Judith Thompson",492,http://mappalachia.org/pictures/gallery/full_size/map_492.jpg,Judith Thompson,1959,Unknown,Unknown,W.Va.,Rights Reserved by: Judith Thompson,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.5976262,-80.4549026,10,,,Economic
"Hazard, Ky. 
 by Phyllis Combs",493,http://mappalachia.org/pictures/gallery/full_size/map_493.jpg,Phyllis Combs,1959,Perry,Hazard,Ky.,Rights Reserved by: Phyllis Combs,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.24954,-83.1932284,10,,,"Religious,Economic"
"Drawing 
 by Charlotte Cook",494,http://mappalachia.org/pictures/gallery/full_size/map_494.jpg,Charlotte Cook,,Washington,Bristol,Va.,Rights Reserved by: Charlotte Cook,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.598329,-82.1767356,10,,,
"Dobson, N.C. 
 by Clyde Draughn",495,http://mappalachia.org/pictures/gallery/full_size/map_495.jpg,Clyde Draughn,,Surry,Dobson,N.C.,Rights Reserved by: Clyde Draughn,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.3956891,-80.722567,10,,,
"Drawing 
 by Collene A. Gibson",496,http://mappalachia.org/pictures/gallery/full_size/map_496.jpg,Collene A. Gibson,1961,Randolph,Elkins,W.Va.,Rights Reserved by: Collene A. Gibson,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.9259397,-79.8467349,10,,,
"Cumberland, Ky. 
 by Curtis Caudill",497,http://mappalachia.org/pictures/gallery/full_size/map_497.jpg,Curtis Caudill,,Harlan,Cumberland,Ky.,Rights Reserved by: Curtis Caudill,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.9781475,-82.9884955,10,,,Economic
"Waynesville, N.C. 
 by Curtis Styles",498,http://mappalachia.org/pictures/gallery/full_size/map_498.jpg,Curtis Styles,,Haywood,Waynesville,N.C.,Rights Reserved by: Curtis Styles,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.4887145,-82.9887477,10,,,Economic
"Kline, W.Va. 
 by Dale Greenwalt",499,http://mappalachia.org/pictures/gallery/full_size/map_499.jpg,Dale Greenwalt,,Pendleton,Kline,W.Va.,Rights Reserved by: Dale Greenwalt,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.7790021,-79.2253162,10,,,
"Louisa, Ky. 
 by Dale Meek",500,http://mappalachia.org/pictures/gallery/full_size/map_500.jpg,Dale Meek,,Lawrence,Louisa,Ky.,Rights Reserved by: Dale Meek,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.1142544,-82.6032119,10,,,
"Drawing 
 by Daniel Miller",501,http://mappalachia.org/pictures/gallery/full_size/map_501.jpg,Daniel Miller,,GreenBrier,Fort Spring,W.Va.,Rights Reserved by: Daniel Miller,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.7451213,-80.5392429,10,,,
"Williamson, W.Va. 
 by David Hess",502,http://mappalachia.org/pictures/gallery/full_size/map_502.jpg,David Hess,,Mingo,Williamson,W.Va.,Rights Reserved by: David Hess,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.6742682,-82.2773629,10,,,
"Belfrey, W.Va. 
 by David Hess",503,http://mappalachia.org/pictures/gallery/full_size/map_503.jpg,David Hess,,Pike,Belfrey,W.Va.,Rights Reserved by: David Hess,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.6480091,-82.2660762,10,,,
"Cumberland, Ky. 
 by Delores Branham",504,http://mappalachia.org/pictures/gallery/full_size/map_504.jpg,Delores Branham,,Harlan,Cumberland,Ky.,Rights Reserved by: Delores Branham,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.9781475,-82.9884955,10,,,
"Big Hill, Ky. 
 by Dennis Lewis",505,http://mappalachia.org/pictures/gallery/full_size/map_505.jpg,Dennis Lewis,,Madison,Big Hill,Ky.,Rights Reserved by: Dennis Lewis,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.554528,-84.2082651,10,,,"Religious,Economic"
"Drawing 
 by Denver Parks",506,http://mappalachia.org/pictures/gallery/full_size/map_506.jpg,Denver Parks,,Knox,Corbin,Ky.,Rights Reserved by: Denver Parks,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.9486986,-84.0968761,10,,,
"Drawing 
 by Denzil Hall",507,http://mappalachia.org/pictures/gallery/full_size/map_507.jpg,Denzil Hall,1968,Unknown,Unknown,Ky.,Rights Reserved by: Denzil Hall,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.8393332,-84.2700179,10,,,
"Drawing 
 by Burnette Cook",508,http://mappalachia.org/pictures/gallery/full_size/map_508.jpg,Burnette Cook,,Unknown,Unknown,Ky.,Rights Reserved by: Burnette Cook,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.8393332,-84.2700179,10,,,Economic
"Louisa, Ky. 
 by Carl Birkhead",509,http://mappalachia.org/pictures/gallery/full_size/map_509.jpg,Carl Birkhead,1959,Lawrence,Louisa,Ky.,Rights Reserved by: Carl Birkhead,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.1142544,-82.6032119,10,,,
"Black Mountain, Ky. 
 by Cecil Nanngy",510,http://mappalachia.org/pictures/gallery/full_size/map_510.jpg,Cecil Nanngy,,Buncombe,Black Mountain,Ky.,Rights Reserved by: Cecil Nanngy,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.6178951,-82.3212302,10,,,
"Drawing 
 by Phyllis Whitlock",511,http://mappalachia.org/pictures/gallery/full_size/map_511.jpg,Phyllis Whitlock,1959,Floyd,Floyd,Va.,Rights Reserved by: Phyllis Whitlock,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.9112443,-80.3200502,10,,,
"Hindman, Ky. 
 by Rose Ellen Hayes",512,http://mappalachia.org/pictures/gallery/full_size/map_512.jpg,Rose Ellen Hayes,1959,Knot,Hindman,Ky.,Rights Reserved by: Rose Ellen Hayes,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.3359313,-82.9804414,10,,,"Religious,Economic"
"Red Bird, Ky. 
 by Wanda Asher",513,http://mappalachia.org/pictures/gallery/full_size/map_513.jpg,Wanda Asher,1959,Bell,Red Bird,Ky.,Rights Reserved by: Wanda Asher,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.7485932,-84.1976381,10,,,Political
"Asheville, N.C. 
 by Linda Hall",514,http://mappalachia.org/pictures/gallery/full_size/map_514.jpg,Linda Hall,1960,Buncombe,Asheville,N.C.,Rights Reserved by: Linda Hall,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.5950581,-82.5514869,10,,,"Religious,Political"
"Drawing 
 by Carl Hilson",515,http://mappalachia.org/pictures/gallery/full_size/map_515.jpg,Carl Hilson,1967,Hamilton,Cincinnati,Ohio,Rights Reserved by: Carl Hilson,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,39.1031182,-84.5120196,10,,,
"Daisy, Tenn. 
 by Mary Edna Wright",516,http://mappalachia.org/pictures/gallery/full_size/map_516.jpg,Mary Edna Wright,1960,Hamilton,Daisy,Tenn.,Rights Reserved by: Mary Edna Wright,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.2478468,-85.186346,10,,,Religious
"Caney Fork, Ky. 
 by Phyllis Dutton",517,http://mappalachia.org/pictures/gallery/full_size/map_517.jpg,Phyllis Dutton,1960,Unknown,Caney Fork,Ky.,Rights Reserved by: Phyllis Dutton,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.364586,-84.998936,10,,,Political
"Drawing 
 by Brenda Dingus",518,http://mappalachia.org/pictures/gallery/full_size/map_518.jpg,Brenda Dingus,1968,Wise,St. Paul,Va.,Rights Reserved by: Brenda Dingus,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.9063513,-82.3123438,10,,,
"Lake City, Tenn. 
 by Robert Johnson",519,http://mappalachia.org/pictures/gallery/full_size/map_519.jpg,Robert Johnson,1960,Anderson & Campell,Lake City,Tenn.,Rights Reserved by: Robert Johnson,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.2178566,-84.1546452,10,,,"Political,Economic"
"Insull, Ky. 
 by Shirley Nelson",520,http://mappalachia.org/pictures/gallery/full_size/map_520.jpg,Shirley Nelson,1960,Bell,Insull,Ky.,Rights Reserved by: Shirley Nelson,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.741122,-83.634843,10,,,"Political,Economic"
"Drawing 
 by JT Coomer",521,http://mappalachia.org/pictures/gallery/full_size/map_521.jpg,JT Coomer,1956,Adair,Jones Chapel,Ky.,Rights Reserved by: JT Coomer,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.0578696,-85.390834,10,,,Economic
"Drawing 
 by Thomas Goodin Banner",522,http://mappalachia.org/pictures/gallery/full_size/map_522.jpg,Thomas Goodin Banner,1960,Unknown,Unknown,Ky.,Rights Reserved by: Thomas Goodin Banner,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.8393332,-84.2700179,10,,,
"Chandlerevile, Ill. 
 by Wayne Geiss",523,http://mappalachia.org/pictures/gallery/full_size/map_523.jpg,Wayne Geiss,,Unknown,Chandlerevile,Ill.,Rights Reserved by: Wayne Geiss,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.934113,-82.813965,10,,,
"Louisa, Ky. 
 by W.H. Witt",524,http://mappalachia.org/pictures/gallery/full_size/map_524.jpg,W.H. Witt,,Lawrence,Louisa,Ky.,Rights Reserved by: W.H. Witt,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.1142544,-82.6032119,10,,,"Religious,Economic"
"Corbin, Ky. 
 by Willard Grayhart",525,http://mappalachia.org/pictures/gallery/full_size/map_525.jpg,Willard Grayhart,,Whitley,Corbin,Ky.,Rights Reserved by: Willard Grayhart,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.9265115,-84.1105053,10,,,Economic
"Drawing 
 by Willard Hones",526,http://mappalachia.org/pictures/gallery/full_size/map_526.jpg,Willard Hones,,Knox,Unknown,Ky.,Rights Reserved by: Willard Hones,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.9260578,-83.8897057,10,,,Economic
"Laurel Branch, Va. 
 by Wilma J. Hylton",527,http://mappalachia.org/pictures/gallery/full_size/map_527.jpg,Wilma J. Hylton,1959,Floyd,Laurel Branch,Va.,Rights Reserved by: Wilma J. Hylton,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.9130022,-80.3716392,10,,,"Religious,Economic"
"Swannannoa, N.C. 
 by Yvonne Deal",528,http://mappalachia.org/pictures/gallery/full_size/map_528.jpg,Yvonne Deal,,Buncombe,Swannannoa,N.C.,Rights Reserved by: Yvonne Deal,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.5978935,-82.3998431,10,,,Economic
"Drawing 
 by Donna Clames",529,http://mappalachia.org/pictures/gallery/full_size/map_529.jpg,Donna Clames,1966,Lee,Beattyville,Ky.,Rights Reserved by: Donna Clames,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.5717532,-83.7068597,10,,,
"Drawing 
 by Anonymous",532,http://mappalachia.org/pictures/gallery/full_size/map_532.jpg,,,Madison,Berea,Ky.,Rights Reserved by:,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.568694,-84.2963223,10,,,Economic
"Ashland, Ky. 
 by Cathy Adkins",534,http://mappalachia.org/pictures/gallery/full_size/map_534.jpg,Cathy Adkins,,Boyd,Ashland,Ky.,Rights Reserved by: Cathy Adkins,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.4784144,-82.6379387,10,,,
"Altmont, Ky. 
 by Charlene Plemmons",535,http://mappalachia.org/pictures/gallery/full_size/map_535.jpg,Charlene Plemmons,1970,Grundy,Altmont,Ky.,Rights Reserved by: Charlene Plemmons,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,35.4295186,-85.7230316,10,,,Economic
"Drawing 
 by Dexter Cohen",536,http://mappalachia.org/pictures/gallery/full_size/map_536.jpg,Dexter Cohen,,Unknown,Unknown,Ky.,Rights Reserved by: Dexter Cohen,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.8393332,-84.2700179,10,,,
"Drawing 
 by Don Beatty",537,http://mappalachia.org/pictures/gallery/full_size/map_537.jpg,Don Beatty,,Unknown,Jeff,Ky.,Rights Reserved by: Don Beatty,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.2050956,-83.136281,10,,,"Religious,Economic"
"Drawing 
 by Donna Brown",538,http://mappalachia.org/pictures/gallery/full_size/map_538.jpg,Donna Brown,,Wyoming,Oceana,Ky.,Rights Reserved by: Donna Brown,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.6920553,-81.6239985,10,,,
"Drawing 
 by Donnie Munay",539,http://mappalachia.org/pictures/gallery/full_size/map_539.jpg,Donnie Munay,,Cumberland,Hegira,Ky.,Rights Reserved by: Donnie Munay,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.7067304,-85.2760719,10,,,"Religious,Political,Economic"
"Anstead, Ky. 
 by Dorothy E. Skaggs",540,http://mappalachia.org/pictures/gallery/full_size/map_540.jpg,Dorothy E. Skaggs,,Fayette,Anstead,Ky.,Rights Reserved by: Dorothy E. Skaggs,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,38.0606478,-84.4802606,10,,,"Religious,Economic"
"Drawing 
 by Ellen Carpenter",541,http://mappalachia.org/pictures/gallery/full_size/map_541.jpg,Ellen Carpenter,,Madison,Berea,Ky.,Rights Reserved by: Ellen Carpenter,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,37.568694,-84.2963223,10,,,Economic
"Mudlick, Ky. 
 by Emily Scott",542,http://mappalachia.org/pictures/gallery/full_size/map_542.jpg,Emily Scott,1959,Monroe,Mudlick,Ky.,Rights Reserved by: Emily Scott,Paper,approximately 8.5 by 11 inches,English,Still image,Twentieth-century.,36.7528335,-85.7805304,10,,,Economic
